Fecha|Id_stock|URL_actual|Tamaño_coches|Posicion_coche|Total_paginas|URL_auto|URL_image|Estatus|T_invenario|Marca|Modelo|Version|Año|Km|Transmision|Costo_normal|Oferta|Mensualidades|Ubicacion
2025-03-12 01:56:25.294539|378092|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|5|191|https://www.kavak.com/mx/usado/nissan-x_trail-25_advance_3_row_auto-suv-2019|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzc4MDkyL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM4MDg4NTQ0NzQ4LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Nissan|X-Trail|2.5 ADVANCE 3 ROW AUTO|2019|60,044 km|Automático|Sin datos|272,999|$3,723 / mes*|Querétaro
2025-03-12 01:56:25.332874|373188|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|6|191|https://www.kavak.com/mx/usado/chevrolet-onix-10_premier_redline_e_auto-sedan-2023|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzczMTg4L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM2MTg4NTQzMDk3LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Chevrolet|Onix|1.0 PREMIER REDLINE E AUTO|2023|16,640 km|Automático|Sin datos|272,999|$3,723 / mes*|Querétaro
2025-03-12 01:56:25.370047|389276|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|7|191|https://www.kavak.com/mx/usado/mazda-mazda_2-15_i_sport_sedan_auto-sedan-2022|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg5Mjc2L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQxNjQ5MjIyMzk4LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Recién publicado|Sin datos|Mazda|Mazda 2|1.5 I SPORT SEDAN AUTO|2022|32,027 km|Automático|Sin datos|271,999|$3,711 / mes*|Ciudad de México
2025-03-12 01:56:25.406216|388439|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|8|191|https://www.kavak.com/mx/usado/seat-ibiza-16_style-hatchback-2021|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg4NDM5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQxNDYwNDE4NjA3LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Recién publicado|Sin datos|Seat|Ibiza|1.6 STYLE|2021|32,134 km|Manual|Sin datos|271,999|$3,711 / mes*|Ciudad de México
2025-03-12 01:56:25.436223|387327|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|9|191|https://www.kavak.com/mx/usado/changan-cs35-14_dct-suv-2022|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg3MzI3L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQxMTI1MjU5NDMzLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Changan|CS35|1.4 DCT|2022|57,170 km|Automático|Sin datos|271,999|$3,711 / mes*|Ciudad de México
2025-03-12 01:56:25.476179|386677|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|10|191|https://www.kavak.com/mx/usado/mazda-cx_3-20_i_grand_touring_2wd_at-suv-2018|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg2Njc3L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQxMTA0NTU0NDI5LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Mazda|CX-3|2.0 I GRAND TOURING 2WD AT|2018|87,837 km|Automático|Sin datos|271,999|$3,711 / mes*|Querétaro
2025-03-12 01:56:25.517191|386244|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|11|191|https://www.kavak.com/mx/usado/suzuki-swift-10_boosterjet_auto-hatchback-2021|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg2MjQ0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQwODU5MTg2MTgwLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Suzuki|Swift|1.0 BOOSTERJET AUTO|2021|24,145 km|Automático|Sin datos|271,999|$3,711 / mes*|Ciudad de México
2025-03-12 01:56:25.547177|383141|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|12|191|https://www.kavak.com/mx/usado/hyundai-grand_i10-12_gls_auto-sedan-2024|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzgzMTQxL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM5NjYxNDE4MjI2LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Hyundai|Grand i10|1.2 GLS AUTO|2024|6,000 km|Automático|Sin datos|271,999|$3,711 / mes*|Ciudad de México
2025-03-12 01:56:25.587156|380582|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|13|191|https://www.kavak.com/mx/usado/buick-enclave-36_premium_d_at_4wd-suv-2017|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzgwNTgyL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM4NzkxNzM4NzYyLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Buick|Enclave|3.6 PREMIUM D AT 4WD|2017|39,671 km|Automático|Sin datos|271,999|$3,711 / mes*|Monterrey
2025-03-12 01:56:25.627136|379292|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|14|191|https://www.kavak.com/mx/usado/mini-clubman-15_cooper_clubman_chili_auto-wagon-2019|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzc5MjkyL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM4OTUxMjYwMjU2LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Mini|Clubman|1.5 COOPER CLUBMAN CHILI AUTO|2019|66,205 km|Automático|Sin datos|271,999|$3,711 / mes*|Ciudad de México
2025-03-12 01:56:25.657151|377254|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|15|191|https://www.kavak.com/mx/usado/volvo-v40-20_momentum_t4_at_awd-hatchback-2018|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzc3MjU0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM3NzM3MDA5MzQ2LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Volvo|V40|2.0 MOMENTUM T4 AT AWD|2018|78,355 km|Automático|Sin datos|271,999|$3,711 / mes*|Guadalajara
2025-03-12 01:56:25.697098|371861|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|16|191|https://www.kavak.com/mx/usado/mazda-mx_5-20_i_sport_mt-convertible-2019|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzcxODYxL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM1NTAxODIyODQ4LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Mazda|MX-5|2.0 I SPORT MT|2019|65,000 km|Manual|Sin datos|271,999|$3,711 / mes*|Ciudad de México
2025-03-12 01:56:25.736634|388459|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|17|191|https://www.kavak.com/mx/usado/buick-encore-14_cxl_l_auto-suv-2019|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg4NDU5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQxNDU3MzEwMTc5LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Recién publicado|Sin datos|Buick|Encore|1.4 CXL L AUTO|2019|50,675 km|Automático|Sin datos|270,999|$3,700 / mes*|Ciudad de México
2025-03-12 01:56:25.776613|388260|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|18|191|https://www.kavak.com/mx/usado/seat-ibiza-16_xcellence-hatchback-2020|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg4MjYwL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQxNDgzMTEzODEwLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Seat|Ibiza|1.6 XCELLENCE|2020|43,002 km|Manual|Sin datos|270,999|$3,700 / mes*|Ciudad de México
2025-03-12 01:56:25.806628|386369|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|19|191|https://www.kavak.com/mx/usado/jeep-renegade-18_latitude_auto-suv-2019|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg2MzY5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQwNjgxMjA5MDk3LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Jeep|Renegade|1.8 LATITUDE AUTO|2019|92,000 km|Automático|Sin datos|270,999|$3,700 / mes*|Ciudad de México
2025-03-12 01:56:25.846582|383565|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|20|191|https://www.kavak.com/mx/usado/mercedes_benz-clase_cla-16_cla_200_cgi_sport_at-coupe-2014|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzgzNTY1L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM5ODkxNDU1ODkxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Mercedes Benz|Clase CLA|1.6 CLA 200 CGI SPORT AT|2014|90,644 km|Automático|Sin datos|270,999|$3,700 / mes*|Ciudad de México
2025-03-12 01:56:25.886554|383417|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|21|191|https://www.kavak.com/mx/usado/audi-a3-14_select_dct-sedan-2018|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzgzNDE3L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM5NzQ2MDA3MjM5LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Audi|A3|1.4 SELECT DCT|2018|94,640 km|Automático|Sin datos|270,999|$3,700 / mes*|Cuernavaca
2025-03-12 01:56:25.916569|382589|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|22|191|https://www.kavak.com/mx/usado/ford-escape-20_titanium_ecoboost_at-suv-2017|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvNDc4NjAwNzEvRVhURVJJT1ItZnJvbnRTaWRlUGlsb3QtMC0yMDI1LTAyLTEwVDA0NTYzNzUxNi5qcGVnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo1NDAsImhlaWdodCI6MzEwLCJiYWNrZ3JvdW5kIjp7InIiOjI1NSwiZyI6MjU1LCJiIjoyNTUsImFscGhhIjowfX19fQ==|Sin etiqueta|Sin datos|Ford|Escape|2.0 TITANIUM ECOBOOST AT|2017|68,000 km|Automático|Sin datos|270,999|$3,700 / mes*|Querétaro
2025-03-12 01:56:25.956522|382333|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|23|191|https://www.kavak.com/mx/usado/mazda-mazda_3-25_i_sport_auto-hatchback-2020|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzgyMzMzL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQxMTE5MDU3NjA0LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Mazda|Mazda 3|2.5 I SPORT AUTO|2020|77,062 km|Automático|Sin datos|270,999|$3,700 / mes*|Ciudad de México
2025-03-12 01:56:25.996496|380576|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|24|191|https://www.kavak.com/mx/usado/audi-a1-14_sb_cool-hatchback-2018|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzgwNTc2L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM4OTQ1Njk3ODYyLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Audi|A1|1.4 SB COOL|2018|55,000 km|Manual|Sin datos|270,999|$3,700 / mes*|Ciudad de México
2025-03-12 01:56:26.026510|378656|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|25|191|https://www.kavak.com/mx/usado/buick-encore-13_convenience_auto-suv-2020|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzc4NjU2L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM4MjYwNDk5NTk3LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Buick|Encore|1.3 CONVENIENCE AUTO|2020|84,301 km|Automático|Sin datos|270,999|$3,700 / mes*|Ciudad de México
2025-03-12 01:56:26.067975|367546|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|26|191|https://www.kavak.com/mx/usado/bmw-x1-20_sdrive_20ia_x_line-suv-2016|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzY3NTQ2L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM0MTM3MDIyOTQ3LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Bmw|X1|2.0 SDRIVE 20IA X LINE|2016|116,119 km|Automático|Sin datos|270,999|$3,700 / mes*|Ciudad de México
2025-03-12 01:56:26.107956|389911|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|27|191|https://www.kavak.com/mx/usado/hyundai-tucson-20_limited_at-suv-2017|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvNDg2MzU3MzYvRVhURVJJT1ItZnJvbnRTaWRlUGlsb3QtMC0yMDI1LTAzLTExVDA1MTY0MDI0NS5qcGVnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo1NDAsImhlaWdodCI6MzEwLCJiYWNrZ3JvdW5kIjp7InIiOjI1NSwiZyI6MjU1LCJiIjoyNTUsImFscGhhIjowfX19fQ==|Recién publicado|Sin datos|Hyundai|Tucson|2.0 LIMITED AT|2017|66,700 km|Automático|Sin datos|269,999|$3,689 / mes*|Guadalajara
2025-03-12 01:56:26.141126|389041|https://www.kavak.com/mx/seminuevos?order=higher_price&page=53|29|28|191|https://www.kavak.com/mx/usado/toyota-prius_c-15_hybrid_auto-hatchback-2018|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg5MDQxL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQxNjQ4NjcxMTc1LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Recién publicado|Sin datos|Toyota|Prius C|1.5 HYBRID AUTO|2018|32,430 km|Automático|Sin datos|269,999|$3,689 / mes*|Ciudad de México
2025-03-12 01:57:13.272435|388204|https://www.kavak.com/mx/seminuevos?order=higher_price&page=54|29|0|191|https://www.kavak.com/mx/usado/jac-sei3_pro-16_connect_cvt-suv-2023|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg4MjA0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQxMzkwOTQyNzYwLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Recién publicado|Sin datos|Jac|SEI3 PRO|1.6 CONNECT CVT|2023|13,000 km|Automático|Sin datos|269,999|$3,689 / mes*|Cuernavaca
2025-03-12 01:57:13.312420|387250|https://www.kavak.com/mx/seminuevos?order=higher_price&page=54|29|1|191|https://www.kavak.com/mx/usado/renault-oroch-20_outsider_auto-pickup-2019|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg3MjUwL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQxMDIwNTUyMTc5LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Renault|Oroch|2.0 OUTSIDER AUTO|2019|41,100 km|Automático|Sin datos|269,999|$3,689 / mes*|Puebla
2025-03-12 01:57:13.352811|385599|https://www.kavak.com/mx/seminuevos?order=higher_price&page=54|29|2|191|https://www.kavak.com/mx/usado/toyota-prius_c-15_hybrid_auto-hatchback-2018|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg1NTk5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQwNjkxMzA4MTE2LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Toyota|Prius C|1.5 HYBRID AUTO|2018|26,560 km|Automático|Sin datos|269,999|$3,689 / mes*|Ciudad de México
2025-03-12 01:57:13.392792|385499|https://www.kavak.com/mx/seminuevos?order=higher_price&page=54|29|3|191|https://www.kavak.com/mx/usado/nissan-kicks-16_advance_lts_cvt-suv-2019|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg1NDk5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQwNDQ0MTM2MDM2LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Nissan|Kicks|1.6 ADVANCE LTS CVT|2019|34,186 km|Automático|Sin datos|269,999|$3,689 / mes*|Ciudad de México
2025-03-12 01:57:13.434862|384653|https://www.kavak.com/mx/seminuevos?order=higher_price&page=54|29|4|191|https://www.kavak.com/mx/usado/hyundai-tucson-20_gls_premium_auto-suv-2018|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg0NjUzL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQwODUzNDIwNjQ1LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Hyundai|Tucson|2.0 GLS PREMIUM AUTO|2018|80,239 km|Automático|Sin datos|269,999|$3,689 / mes*|Ciudad de México
2025-03-12 01:57:13.468892|384420|https://www.kavak.com/mx/seminuevos?order=higher_price&page=54|29|5|191|https://www.kavak.com/mx/usado/honda-hr_v-18_epic_cvt-suv-2018|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzg0NDIwL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQwMDkxOTQ2MDkxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Honda|HR-V|1.8 EPIC CVT|2018|54,000 km|Automático|Sin datos|269,999|$3,689 / mes*|Ciudad de México
2025-03-12 01:57:13.508884|383167|https://www.kavak.com/mx/seminuevos?order=higher_price&page=54|29|6|191|https://www.kavak.com/mx/usado/mazda-cx_3-20_i_sport_2wd_at-suv-2019|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzgzMTY3L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzQwNjAxMzA0MjQ5LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Mazda|CX-3|2.0 I SPORT 2WD AT|2019|65,000 km|Automático|Sin datos|269,999|$3,689 / mes*|Ciudad de México
2025-03-12 01:57:13.548992|374999|https://www.kavak.com/mx/seminuevos?order=higher_price&page=54|29|7|191|https://www.kavak.com/mx/usado/jeep-renegade-18_sport_auto-suv-2019|https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMzc0OTk5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNzM3MDY4MzczMTkyLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTAsImJhY2tncm91bmQiOnsiciI6MjU1LCJnIjoyNTUsImIiOjI1NSwiYWxwaGEiOjB9fX19|Sin etiqueta|Sin datos|Jeep|Renegade|1.8 SPORT AUTO|2019|47,891 km|Automático|Sin datos|269,999|$3,689 / mes*|Ciudad de México
